instance_id,horizon,num_jobs,num_original_energy_intervals,num_split_intervals,total_processing,feasible,final_flow,final_pass,normalized_cost,green_units,brown_units,red_units,pass1_added_flow,pass2_added_flow,pass3_added_flow,gpu_maxflow_ms,wall_ms
1,12000,2000,4000,6242,8628,True,8628,2,1764.0,6864,1764,0,6864,1764,0,25.127,92115.8577039605
2,12000,2000,4000,6208,9122,True,9122,2,2426.0,6696,2426,0,6696,2426,0,51.96,91476.0315240128
3,12000,2000,4000,6236,9108,True,9108,2,2360.0,6748,2360,0,6748,2360,0,28.607,93206.91757893655
4,12000,2000,4000,6233,9215,True,9215,2,2600.0,6615,2600,0,6615,2600,0,30.322000000000003,94278.34326599259
5,12000,2000,4000,6213,8880,True,8880,2,2018.0,6862,2018,0,6862,2018,0,58.271,95145.24086203892
