instance_id,horizon,num_jobs,num_original_energy_intervals,num_split_intervals,total_processing,feasible,final_flow,final_pass,normalized_cost,green_units,brown_units,red_units,pass1_added_flow,pass2_added_flow,pass3_added_flow,gpu_maxflow_ms,wall_ms
1,6000,1000,2000,3106,4314,True,4314,2,864.0,3450,864,0,3450,864,0,14.008,23121.66157201864
2,6000,1000,2000,3128,4634,True,4634,2,1212.0,3422,1212,0,3422,1212,0,14.865,23703.571169055067
3,6000,1000,2000,3138,4332,True,4332,2,896.0,3436,896,0,3436,896,0,13.261999999999999,23404.523622011766
4,6000,1000,2000,3066,4620,True,4620,2,1193.0,3427,1193,0,3427,1193,0,16.330000000000002,23354.74308009725
5,6000,1000,2000,3127,4626,True,4626,2,1233.0,3393,1233,0,3393,1233,0,15.829000000000002,22939.832272939384
