instance_id,horizon,num_jobs,num_original_energy_intervals,num_split_intervals,total_processing,feasible,final_flow,final_pass,normalized_cost,green_units,brown_units,red_units,pass1_added_flow,pass2_added_flow,pass3_added_flow,gpu_maxflow_ms,wall_ms
1,300,50,5,86,230,True,230,2,58.0,172,58,0,172,58,0,15.665371035858966,516.5731320157647
2,300,50,5,81,226,True,226,3,62.0,169,52,5,169,52,5,18.927101710006667,767.951020039618
3,300,50,5,85,217,True,217,2,60.0,157,60,0,157,60,0,13.102604911401915,514.0225768554956
