instance_id,horizon,num_jobs,num_energy_intervals,total_processing,max_flow_feasible,pure_min_cost_feasible,max_flow_cost,pure_min_cost_cost,cost_difference_max_minus_pure,max_flow_green,max_flow_brown,max_flow_red,pure_green,pure_brown,pure_red,max_flow_mean_ms,max_flow_median_ms,pure_mean_ms,pure_median_ms,median_speed_ratio_max_over_pure
1,60,6,5,6.0,True,True,2.0,2.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0,0.16488335058966186,0.16322949886671267,0.19243739916419145,0.18210399866802618,0.8963531831295943
2,30,10,11,27.0,True,True,35.0,35.0,0.0,8.0,3.0,16.0,8.0,3.0,16.0,0.4736081995361019,0.4633744974853471,0.6275313004152849,0.611292001849506,0.7580248000683399
3,30,13,8,26.0,True,True,38.0,38.0,0.0,6.0,2.0,18.0,6.0,2.0,18.0,0.5663375002768589,0.5583540005318355,0.8261666011094349,0.8241875002568122,0.6774599230852877
4,46,12,7,41.0,True,True,59.0,59.0,0.0,9.0,5.0,27.0,9.0,5.0,27.0,0.5247811997833196,0.5166455011931248,0.8580415007600095,0.8522085045115091,0.6062430713353054
5,40,8,11,35.0,True,True,49.0,49.0,0.0,10.0,1.0,24.0,10.0,1.0,24.0,0.4125313011172693,0.4075209981238004,0.6729625503794523,0.6618124971282668,0.6157650390285969
6,31,11,5,26.0,True,True,18.0,18.0,0.0,8.0,18.0,0.0,8.0,18.0,0.0,0.4742417495435802,0.46047899741097353,0.7217896993097384,0.7140624984458555,0.644872120316076
7,41,14,6,36.0,True,True,46.0,46.0,0.0,9.0,8.0,19.0,9.0,8.0,19.0,0.704108300851658,0.6832709987065755,1.1314354505884694,1.1287915003777016,0.6053119628185969
8,53,13,5,47.0,True,True,36.0,36.0,0.0,12.0,34.0,1.0,12.0,34.0,1.0,0.5476959991938202,0.5378959976951592,0.9937978509697132,0.9926245002134237,0.5418927273903741
9,23,9,5,21.0,True,True,17.0,17.0,0.0,6.0,13.0,2.0,6.0,13.0,2.0,0.26753140045912005,0.2665624997462146,0.3448876512265997,0.3375000014784746,0.7898148106029437
10,58,6,12,31.0,True,True,34.0,34.0,0.0,13.0,2.0,16.0,13.0,2.0,16.0,0.39396230058628134,0.38625000161118805,0.4927668498567073,0.486770997667918,0.7934942785451101
11,50,9,11,44.0,True,True,35.0,35.0,0.0,11.0,31.0,2.0,11.0,31.0,2.0,0.5371541003114544,0.5272295020404272,0.755020852011512,0.7529375034209806,0.7002300983082308
12,30,9,5,27.0,True,True,37.0,37.0,0.0,7.0,3.0,17.0,7.0,3.0,17.0,0.463043751733494,0.4547910029941704,0.5087603494757786,0.5039790048613213,0.9024006925036772
13,46,5,10,11.0,True,True,12.0,12.0,0.0,5.0,0.0,6.0,5.0,0.0,6.0,0.1505667001765687,0.149583000165876,0.16135005062096752,0.15881250146776438,0.9418842898601294
14,50,11,8,45.0,True,True,51.0,51.0,0.0,11.0,17.0,17.0,11.0,17.0,17.0,0.6259918489377014,0.6171874993015081,0.9729106499435147,0.9693960018921643,0.6366722145509365
15,49,9,11,42.0,True,True,36.0,36.0,0.0,12.0,24.0,6.0,12.0,24.0,6.0,0.534325049011386,0.529416498466162,0.8476020499074366,0.8430620000581257,0.6279686410129515
