instance_id,horizon,num_jobs,num_original_energy_intervals,num_split_intervals,total_processing,feasible,final_flow,final_pass,normalized_cost,green_units,brown_units,red_units,pass1_added_flow,pass2_added_flow,pass3_added_flow,gpu_maxflow_ms,wall_ms
1,6000,1000,100,1729,4314,True,4314,2,864.0,3450,864,0,3450,864,0,6383.8312748597855,12307.502816896886
2,6000,1000,100,1749,4394,True,4394,2,968.0,3426,968,0,3426,968,0,6162.972271242977,12232.616980094463
3,6000,1000,100,1735,4489,True,4489,2,1207.0,3282,1207,0,3282,1207,0,6461.8994448986805,12508.227570913732
