instance_id,horizon,num_jobs,num_original_energy_intervals,num_split_intervals,total_processing,feasible,final_flow,final_pass,normalized_cost,green_units,brown_units,red_units,pass1_added_flow,pass2_added_flow,pass3_added_flow,gpu_maxflow_ms,wall_ms
1,3000,500,125,901,2157,True,2157,2,407.0,1750,407,0,1750,407,0,6.615,3247.73754295893
2,3000,500,125,922,2239,True,2239,2,514.0,1725,514,0,1725,514,0,6.561,3312.043458921835
3,3000,500,125,941,2185,True,2185,2,618.0,1567,618,0,1567,618,0,8.019,3736.645725904964
4,3000,500,125,930,2278,True,2278,2,585.0,1693,585,0,1693,585,0,10.474,3650.349965086207
5,3000,500,125,918,2364,True,2364,3,664.0,1718,628,18,1718,628,18,15.509,5075.188742019236
