instance_id,horizon,num_jobs,num_original_energy_intervals,num_split_intervals,total_processing,feasible,final_flow,final_pass,normalized_cost,green_units,brown_units,red_units,pass1_added_flow,pass2_added_flow,pass3_added_flow,gpu_maxflow_ms,wall_ms
1,1200,200,50,376,921,True,921,3,385.0,603,251,67,603,251,67,9.295,1405.6595739675686
2,1200,200,50,360,937,True,937,2,220.0,717,220,0,717,220,0,6.646000000000001,938.8590489979833
3,1200,200,50,363,902,True,902,2,214.0,688,214,0,688,214,0,5.329000000000001,915.9863310633227
4,1200,200,50,378,840,True,840,3,147.0,703,127,10,703,127,10,4.976999999999999,1343.7984629999846
5,1200,200,50,356,897,True,897,2,216.0,681,216,0,681,216,0,6.019,857.6066630193964
