instance_id,horizon,num_jobs,num_original_energy_intervals,num_split_intervals,total_processing,feasible,final_flow,final_pass,normalized_cost,green_units,brown_units,red_units,pass1_added_flow,pass2_added_flow,pass3_added_flow,gpu_maxflow_ms,wall_ms
1,60,10,20,30,47,True,47,2,14.0,33,14,0,33,14,0,4.518999999999999,481.22654506005347
2,60,10,20,34,46,True,46,2,10.0,36,10,0,36,10,0,3.8659999999999997,478.24029193725437
3,60,10,20,29,45,True,45,2,13.0,32,13,0,32,13,0,4.276999999999999,476.8745540641248
4,60,10,20,32,46,True,46,3,19.0,30,13,3,30,13,3,7.551,722.0295029692352
5,60,10,20,27,42,True,42,2,6.0,36,6,0,36,6,0,3.999,474.43951095920056
