instance_id,horizon,num_jobs,num_original_energy_intervals,num_split_intervals,total_processing,feasible,final_flow,final_pass,normalized_cost,green_units,brown_units,red_units,pass1_added_flow,pass2_added_flow,pass3_added_flow,gpu_maxflow_ms,wall_ms
1,300,50,5,86,230,True,230,2,58.0,172,58,0,172,58,0,4.666,501.0449569672346
2,300,50,5,81,226,True,226,3,62.0,169,52,5,169,52,5,5.506,751.1039120145142
3,300,50,5,85,217,True,217,2,60.0,157,60,0,157,60,0,4.564,497.50213499646634
4,300,50,5,91,232,True,232,3,80.0,158,68,6,158,68,6,5.376,759.0746020432562
5,300,50,5,82,221,True,221,3,50.0,173,46,2,173,46,2,4.623,756.2483249930665
