instance_id,horizon,num_jobs,num_original_energy_intervals,num_split_intervals,total_processing,feasible,final_flow,final_pass,normalized_cost,green_units,brown_units,red_units,pass1_added_flow,pass2_added_flow,pass3_added_flow,gpu_maxflow_ms,wall_ms
1,6000,1000,250,1839,4314,True,4314,2,864.0,3450,864,0,3450,864,0,10.523,12579.721512971446
2,6000,1000,250,1833,4543,True,4543,2,1251.0,3292,1251,0,3292,1251,0,11.313,13138.691667001694
3,6000,1000,250,1821,4465,True,4465,2,928.0,3537,928,0,3537,928,0,9.603,12761.004619998857
4,6000,1000,250,1833,4365,True,4365,2,1134.0,3231,1134,0,3231,1134,0,9.767,12746.998615912162
5,6000,1000,250,1857,4347,True,4347,2,1291.0,3056,1291,0,3056,1291,0,13.097000000000001,13176.39183299616
