instance_id,horizon,num_jobs,num_original_energy_intervals,num_split_intervals,total_processing,feasible,final_flow,final_pass,normalized_cost,green_units,brown_units,red_units,pass1_added_flow,pass2_added_flow,pass3_added_flow,gpu_maxflow_ms,wall_ms
1,3000,500,500,1175,2157,True,2157,2,407.0,1750,407,0,1750,407,0,7.014,4217.951072030701
2,3000,500,500,1172,2138,True,2138,2,594.0,1544,594,0,1544,594,0,8.345,4532.373507972807
3,3000,500,500,1199,2325,True,2325,2,559.0,1766,559,0,1766,559,0,8.299,4559.367718058638
4,3000,500,500,1201,2293,True,2293,2,532.0,1761,532,0,1761,532,0,7.467,4681.38226098381
5,3000,500,500,1202,2126,True,2126,2,355.0,1771,355,0,1771,355,0,6.63,4520.25830198545
