Job,Interval,Start,End,Energy,Flow
J7,I12,15.0,17.0,green,2
J7,I14,22.0,23.0,green,1
J7,I43,82.0,87.0,green,2
J7,I46,92.0,93.0,green,1
J11,I30,56.0,59.0,green,2
J11,I36,69.0,73.0,brown,1
J11,I43,82.0,87.0,green,1
J11,I44,87.0,90.0,brown,2
J15,I37,73.0,74.0,brown,1
J15,I40,76.0,78.0,green,1
J15,I43,82.0,87.0,green,1
J15,I45,90.0,92.0,brown,1
J4,I13,17.0,22.0,green,1
J4,I18,29.0,31.0,brown,2
J4,I20,32.0,35.0,brown,1
J4,I33,64.0,66.0,red,1
J10,I24,40.0,41.0,green,1
J10,I27,43.0,49.0,green,2
J10,I29,50.0,56.0,green,2
J10,I38,74.0,75.0,green,1
J16,I47,93.0,100.0,green,4
J16,I51,105.0,107.0,green,2
J1,I1,1.0,3.0,red,2
J1,I2,3.0,4.0,brown,1
J1,I3,4.0,5.0,red,1
J19,I49,102.0,104.0,brown,2
J2,I6,7.0,8.0,brown,1
J2,I10,12.0,14.0,green,2
J2,I55,112.0,113.0,green,1
J2,I59,119.0,120.0,brown,1
J6,I23,39.0,40.0,green,1
J6,I32,61.0,64.0,brown,1
J13,I41,78.0,81.0,brown,3
J13,I56,113.0,116.0,green,3
J8,I20,32.0,35.0,brown,1
J8,I22,37.0,39.0,brown,2
J8,I29,50.0,56.0,green,1
J8,I30,56.0,59.0,green,1
J20,I20,32.0,35.0,brown,1
J20,I29,50.0,56.0,green,1
J20,I53,109.0,110.0,green,1
J20,I57,116.0,118.0,green,2
J20,I58,118.0,119.0,brown,1
J3,I11,14.0,15.0,green,1
J3,I39,75.0,76.0,green,1
J3,I44,87.0,90.0,brown,1
J3,I48,100.0,102.0,green,1
J3,I52,107.0,109.0,green,2
J14,I9,11.0,12.0,green,1
J14,I29,50.0,56.0,green,2
J14,I36,69.0,73.0,brown,3
J9,I25,41.0,42.0,green,1
J9,I32,61.0,64.0,brown,2
J17,I47,93.0,100.0,green,3
J17,I48,100.0,102.0,green,1
J17,I50,104.0,105.0,brown,1
J12,I13,17.0,22.0,green,1
J12,I45,90.0,92.0,brown,1
J18,I13,17.0,22.0,green,3
J18,I40,76.0,78.0,green,1
J5,I26,42.0,43.0,green,1
J5,I27,43.0,49.0,green,4
J5,I43,82.0,87.0,green,1
