instance_id,horizon,num_jobs,num_original_energy_intervals,num_split_intervals,total_processing,feasible,final_flow,final_pass,normalized_cost,green_units,brown_units,red_units,pass1_added_flow,pass2_added_flow,pass3_added_flow,gpu_maxflow_ms,wall_ms
1,1200,200,200,477,921,True,921,3,385.0,603,251,67,603,251,67,10.011000000000001,1611.574542010203
2,1200,200,200,461,856,True,856,2,221.0,635,221,0,635,221,0,6.093,1076.0306740412489
3,1200,200,200,470,943,True,943,3,401.0,601,283,59,601,283,59,9.498,1480.7404479943216
4,1200,200,200,465,913,True,913,3,331.0,610,275,28,610,275,28,9.169,1580.0275539513677
5,1200,200,200,463,954,True,954,2,242.0,712,242,0,712,242,0,6.388,1066.4372149622068
