instance_id,horizon,num_jobs,num_original_energy_intervals,num_split_intervals,total_processing,feasible,final_flow,final_pass,normalized_cost,green_units,brown_units,red_units,pass1_added_flow,pass2_added_flow,pass3_added_flow,gpu_maxflow_ms,wall_ms
1,120,20,40,63,94,True,94,2,22.0,72,22,0,72,22,0,8.7970331655145,496.8836160842329
2,120,20,40,60,87,True,87,2,22.0,65,22,0,65,22,0,7.953308975622075,492.89778899401426
3,120,20,40,60,91,True,91,2,22.0,69,22,0,69,22,0,7.759581233456769,493.1582889985293
