instance_id,horizon,num_jobs,num_original_energy_intervals,num_split_intervals,total_processing,feasible,final_flow,final_pass,normalized_cost,green_units,brown_units,red_units,pass1_added_flow,pass2_added_flow,pass3_added_flow,gpu_maxflow_ms,wall_ms
1,600,100,100,243,460,True,460,3,139.0,322,137,1,322,137,1,11.075,964.6747760707512
2,600,100,100,239,453,True,453,2,107.0,346,107,0,346,107,0,4.6610000000000005,654.8730400390923
3,600,100,100,239,425,True,425,2,117.0,308,117,0,308,117,0,4.6899999999999995,626.9883010536432
4,600,100,100,243,462,True,462,2,111.0,351,111,0,351,111,0,4.828,622.0035029109567
5,600,100,100,237,425,True,425,2,72.0,353,72,0,353,72,0,4.494,622.32295202557
