instance_id,horizon,num_jobs,num_original_energy_intervals,num_split_intervals,total_processing,feasible,final_flow,final_pass,normalized_cost,green_units,brown_units,red_units,pass1_added_flow,pass2_added_flow,pass3_added_flow,gpu_maxflow_ms,wall_ms
1,600,100,10,178,460,True,460,3,139.0,322,137,1,322,137,1,7.609999999999999,873.3687829226255
2,600,100,10,172,472,True,472,2,125.0,347,125,0,347,125,0,4.372,565.9162149531767
3,600,100,10,175,437,True,437,2,86.0,351,86,0,351,86,0,4.756,570.8797130500898
4,600,100,10,175,441,True,441,2,116.0,325,116,0,325,116,0,5.199000000000001,588.361901929602
5,600,100,10,174,480,True,480,3,147.0,339,135,6,339,135,6,6.425,862.1334219351411
