instance_id,horizon,num_jobs,num_original_energy_intervals,num_split_intervals,total_processing,feasible,final_flow,final_pass,normalized_cost,green_units,brown_units,red_units,pass1_added_flow,pass2_added_flow,pass3_added_flow,gpu_maxflow_ms,wall_ms
1,300,50,25,99,230,True,230,2,57.0,173,57,0,173,57,0,5.648999999999999,505.7068840833381
2,300,50,25,97,222,True,222,3,64.0,161,58,3,161,58,3,5.161,753.7156699690968
3,300,50,25,106,213,True,213,3,37.0,179,31,3,179,31,3,4.625,762.4233519891277
4,300,50,25,100,240,True,240,3,106.0,152,70,18,152,70,18,8.112,756.4229120034724
5,300,50,25,104,211,True,211,2,31.0,180,31,0,180,31,0,4.154,503.382227034308
