instance_id,horizon,num_jobs,num_original_energy_intervals,num_split_intervals,total_processing,feasible,final_flow,final_pass,normalized_cost,green_units,brown_units,red_units,pass1_added_flow,pass2_added_flow,pass3_added_flow,gpu_maxflow_ms,wall_ms
1,3000,500,250,999,2157,True,2157,2,407.0,1750,407,0,1750,407,0,6.426,3628.9332259912044
2,3000,500,250,1004,2166,True,2166,2,625.0,1541,625,0,1541,625,0,11.635,3722.0849649747834
3,3000,500,250,1008,2102,True,2102,2,327.0,1775,327,0,1775,327,0,6.7139999999999995,3758.2251940621063
4,3000,500,250,1009,2192,True,2192,2,607.0,1585,607,0,1585,607,0,8.135,3745.2075910987332
5,3000,500,250,1006,2259,True,2259,3,761.0,1570,617,72,1570,617,72,11.349,5736.012572073378
