instance_id,horizon,num_jobs,num_original_energy_intervals,num_split_intervals,total_processing,feasible,final_flow,final_pass,normalized_cost,green_units,brown_units,red_units,pass1_added_flow,pass2_added_flow,pass3_added_flow,gpu_maxflow_ms,wall_ms
1,120,20,10,40,94,True,94,2,22.0,72,22,0,72,22,0,6.655045146077843,487.455417169258
2,120,20,10,38,92,True,92,3,37.0,61,25,6,61,25,6,11.727877987653068,742.5450820010155
3,120,20,10,40,93,True,93,2,23.0,70,23,0,70,23,0,6.958016985580295,495.81344495527446
