instance_id,horizon,num_jobs,num_original_energy_intervals,num_split_intervals,total_processing,feasible,final_flow,final_pass,normalized_cost,green_units,brown_units,red_units,pass1_added_flow,pass2_added_flow,pass3_added_flow,gpu_maxflow_ms,wall_ms
1,120,20,20,48,94,True,94,2,22.0,72,22,0,72,22,0,4.019,480.820004013367
2,120,20,20,49,89,True,89,2,21.0,68,21,0,68,21,0,4.2330000000000005,484.50182005763054
3,120,20,20,49,95,True,95,2,23.0,72,23,0,72,23,0,4.901,480.6070460472256
4,120,20,20,47,90,True,90,2,25.0,65,25,0,65,25,0,4.104,480.91254802420735
5,120,20,20,51,91,True,91,2,20.0,71,20,0,71,20,0,4.079,481.6629569977522
