file,instance_id,folder,num_jobs,num_intervals,density,cpu_wall_seconds,gpu_maxflow_seconds,gpu_wall_seconds
jobs_2000_intervals_1000_medium/instance_0002.json,2,jobs_2000_intervals_1000_medium,2000,1000,medium,27.057792962004896,34.04186416129713,61.30511724296957
jobs_2000_intervals_1000_medium/instance_0003.json,3,jobs_2000_intervals_1000_medium,2000,1000,medium,31.10752332402626,51.98206757843503,93.11520853615366
jobs_2000_intervals_2000_dense/instance_0001.json,1,jobs_2000_intervals_2000_dense,2000,2000,dense,30.06105678100721,38.383747122311235,70.05685384199023
jobs_2000_intervals_2000_dense/instance_0002.json,2,jobs_2000_intervals_2000_dense,2000,2000,dense,31.1350429149752,39.96841853909202,71.22967728204094
jobs_2000_intervals_2000_dense/instance_0003.json,3,jobs_2000_intervals_2000_dense,2000,2000,dense,32.23088804000872,41.27231000085047,73.94181743287481
jobs_2000_intervals_200_sparse/instance_0001.json,1,jobs_2000_intervals_200_sparse,2000,200,sparse,20.837987265986158,28.822395924973158,51.31979733402841
jobs_2000_intervals_200_sparse/instance_0002.json,2,jobs_2000_intervals_200_sparse,2000,200,sparse,20.71573305100901,28.514791249916883,51.496181001886725
jobs_2000_intervals_200_sparse/instance_0003.json,3,jobs_2000_intervals_200_sparse,2000,200,sparse,21.136482823989354,31.99489760792838,55.39257903001271
jobs_2000_intervals_4000_very_dense/instance_0001.json,1,jobs_2000_intervals_4000_very_dense,2000,4000,very_dense,43.19392119301483,56.08248510637068,99.5082115251571
jobs_2000_intervals_4000_very_dense/instance_0002.json,2,jobs_2000_intervals_4000_very_dense,2000,4000,very_dense,43.947814165003365,54.993291528064404,98.55401316704229
jobs_2000_intervals_4000_very_dense/instance_0003.json,3,jobs_2000_intervals_4000_very_dense,2000,4000,very_dense,40.607914987020195,57.76230887522452,101.76414439408109
jobs_2000_intervals_500_light/instance_0001.json,1,jobs_2000_intervals_500_light,2000,500,light,21.117750417994102,29.38518771072571,53.64624904305674
jobs_2000_intervals_500_light/instance_0002.json,2,jobs_2000_intervals_500_light,2000,500,light,22.722130227979505,29.402491205138638,53.85671373992227
jobs_2000_intervals_500_light/instance_0003.json,3,jobs_2000_intervals_500_light,2000,500,light,24.656893017992843,30.185381388990656,54.200099376030266
jobs_200_intervals_100_medium/instance_0001.json,1,jobs_200_intervals_100_medium,200,100,medium,0.16939902698504739,0.3015061602544189,1.4797119041904807
jobs_200_intervals_100_medium/instance_0002.json,2,jobs_200_intervals_100_medium,200,100,medium,0.1345811289793346,0.20440481820681689,0.9606890298891813
jobs_200_intervals_100_medium/instance_0003.json,3,jobs_200_intervals_100_medium,200,100,medium,0.11736535298405215,0.20699788594555857,0.9317831539083272
jobs_200_intervals_200_dense/instance_0001.json,1,jobs_200_intervals_200_dense,200,200,dense,0.21815093100303784,0.385896802992463,1.6605844900477678
jobs_200_intervals_200_dense/instance_0002.json,2,jobs_200_intervals_200_dense,200,200,dense,0.16560936701716855,0.27196526727961,1.0904012930113822
jobs_200_intervals_200_dense/instance_0003.json,3,jobs_200_intervals_200_dense,200,200,dense,0.17768508501467295,0.3314367927843036,1.5527316459920257
jobs_200_intervals_20_sparse/instance_0001.json,1,jobs_200_intervals_20_sparse,200,20,sparse,0.13694611098617315,0.24710516399875293,1.3063995740376413
jobs_200_intervals_20_sparse/instance_0002.json,2,jobs_200_intervals_20_sparse,200,20,sparse,0.10846732201753184,0.17063390998837358,0.8903655631002039
jobs_200_intervals_20_sparse/instance_0003.json,3,jobs_200_intervals_20_sparse,200,20,sparse,0.1193571749900002,0.16438510137137774,0.8788604980800301
jobs_200_intervals_400_very_dense/instance_0001.json,1,jobs_200_intervals_400_very_dense,200,400,very_dense,0.2818946070037782,0.5314090498478412,1.9035910139791667
jobs_200_intervals_400_very_dense/instance_0002.json,2,jobs_200_intervals_400_very_dense,200,400,very_dense,0.25962119101313874,0.35384031721340126,1.2676670320797712
jobs_200_intervals_400_very_dense/instance_0003.json,3,jobs_200_intervals_400_very_dense,200,400,very_dense,0.29464708297746256,0.5731110456588269,1.9922276597935706
jobs_200_intervals_50_light/instance_0001.json,1,jobs_200_intervals_50_light,200,50,light,0.1505104670068249,0.27152063510954383,1.3622804100159556
jobs_200_intervals_50_light/instance_0002.json,2,jobs_200_intervals_50_light,200,50,light,0.1276128570025321,0.18775058621187513,0.9925690509844571
jobs_200_intervals_50_light/instance_0003.json,3,jobs_200_intervals_50_light,200,50,light,0.12181223899824545,0.1842927367601841,0.9991357079707086
jobs_20_intervals_10_medium/instance_0001.json,1,jobs_20_intervals_10_medium,20,10,medium,0.0017203039897140115,0.006655045146077843,0.487455417169258
jobs_20_intervals_10_medium/instance_0002.json,2,jobs_20_intervals_10_medium,20,10,medium,0.0019965039973612875,0.011727877987653068,0.7425450820010155
jobs_20_intervals_10_medium/instance_0003.json,3,jobs_20_intervals_10_medium,20,10,medium,0.0017484450072515756,0.006958016985580295,0.49581344495527446
jobs_20_intervals_20_dense/instance_0001.json,1,jobs_20_intervals_20_dense,20,20,dense,0.00196201799553819,0.006875794658064871,0.4916148018091917
jobs_20_intervals_20_dense/instance_0002.json,2,jobs_20_intervals_20_dense,20,20,dense,0.0020355279848445207,0.007124091102734209,0.4965558259282261
jobs_20_intervals_20_dense/instance_0003.json,3,jobs_20_intervals_20_dense,20,20,dense,0.0018384800059720874,0.0077848640234619015,0.4921440628822893
jobs_20_intervals_3_sparse/instance_0001.json,1,jobs_20_intervals_3_sparse,20,3,sparse,0.0012046759948134422,0.008136338904872531,0.4923236391041428
jobs_20_intervals_3_sparse/instance_0002.json,2,jobs_20_intervals_3_sparse,20,3,sparse,0.0013149940059520304,0.006494724062412971,0.49171208101324737
jobs_20_intervals_3_sparse/instance_0003.json,3,jobs_20_intervals_3_sparse,20,3,sparse,0.001213632000144571,0.006204635959014326,0.49620656203478575
jobs_20_intervals_40_very_dense/instance_0001.json,1,jobs_20_intervals_40_very_dense,20,40,very_dense,0.0021702980156987906,0.0087970331655145,0.4968836160842329
jobs_20_intervals_40_very_dense/instance_0002.json,2,jobs_20_intervals_40_very_dense,20,40,very_dense,0.0024430659832432866,0.007953308975622075,0.49289778899401426
jobs_20_intervals_40_very_dense/instance_0003.json,3,jobs_20_intervals_40_very_dense,20,40,very_dense,0.0024508530041202903,0.007759581233456769,0.4931582889985293
jobs_20_intervals_5_light/instance_0001.json,1,jobs_20_intervals_5_light,20,5,light,0.001240346988197416,0.007735214851826433,0.4902558410540223
jobs_20_intervals_5_light/instance_0002.json,2,jobs_20_intervals_5_light,20,5,light,0.0014846619742456824,0.0078085521861464,0.7309757131151855
jobs_20_intervals_5_light/instance_0003.json,3,jobs_20_intervals_5_light,20,5,light,0.0014992729993537068,0.0065722859108596765,0.48863779893144965
jobs_5000_intervals_10000_very_dense/instance_0001.json,1,jobs_5000_intervals_10000_very_dense,5000,10000,very_dense,292.66048241901444,366.5025982631437,640.6078754498158
jobs_5000_intervals_10000_very_dense/instance_0002.json,2,jobs_5000_intervals_10000_very_dense,5000,10000,very_dense,415.2319532230031,520.877605755166,944.430648754118
jobs_5000_intervals_10000_very_dense/instance_0003.json,3,jobs_5000_intervals_10000_very_dense,5000,10000,very_dense,345.6696940800175,361.47364489467327,627.2699785889126
jobs_5000_intervals_1250_light/instance_0001.json,1,jobs_5000_intervals_1250_light,5000,1250,light,180.35727799599408,196.14261494686417,346.0551278840285
jobs_5000_intervals_1250_light/instance_0002.json,2,jobs_5000_intervals_1250_light,5000,1250,light,185.80531186200096,200.67437713270783,352.07836339296773
jobs_5000_intervals_1250_light/instance_0003.json,3,jobs_5000_intervals_1250_light,5000,1250,light,244.09718425400206,285.1439092461725,517.1135419921484
jobs_5000_intervals_2500_medium/instance_0001.json,1,jobs_5000_intervals_2500_medium,5000,2500,medium,227.60740031098248,225.71774262773306,393.67524215811864
jobs_5000_intervals_2500_medium/instance_0002.json,2,jobs_5000_intervals_2500_medium,5000,2500,medium,222.35820831698948,218.35100477393917,387.8540453428868
jobs_5000_intervals_2500_medium/instance_0003.json,3,jobs_5000_intervals_2500_medium,5000,2500,medium,213.4731789600046,232.10093110899277,402.4840734060854
jobs_5000_intervals_5000_dense/instance_0001.json,1,jobs_5000_intervals_5000_dense,5000,5000,dense,303.6417956909863,273.7863528649767,474.0172452391125
jobs_5000_intervals_5000_dense/instance_0002.json,2,jobs_5000_intervals_5000_dense,5000,5000,dense,251.33015216697822,258.2520160564371,456.63566435920075
jobs_5000_intervals_5000_dense/instance_0003.json,3,jobs_5000_intervals_5000_dense,5000,5000,dense,291.8538320600055,384.30611183031033,690.0963160339743
jobs_5000_intervals_500_sparse/instance_0001.json,1,jobs_5000_intervals_500_sparse,5000,500,sparse,191.00611878899508,184.96690260992602,326.4654343680013
jobs_5000_intervals_500_sparse/instance_0002.json,2,jobs_5000_intervals_500_sparse,5000,500,sparse,189.3517797679815,182.85360753989062,323.6275604069233
jobs_5000_intervals_500_sparse/instance_0003.json,3,jobs_5000_intervals_500_sparse,5000,500,sparse,186.1946118810156,183.0142365810613,327.2870148711372
jobs_500_intervals_1000_very_dense/instance_0001.json,1,jobs_500_intervals_1000_very_dense,500,1000,very_dense,2.063879367982736,2.8428367913365964,6.012148605193943
jobs_500_intervals_1000_very_dense/instance_0002.json,2,jobs_500_intervals_1000_very_dense,500,1000,very_dense,2.8927391750039533,4.143122437898338,9.032872869167477
jobs_500_intervals_1000_very_dense/instance_0003.json,3,jobs_500_intervals_1000_very_dense,500,1000,very_dense,2.1850990430102684,2.99797387123777,6.273168462095782
jobs_500_intervals_125_light/instance_0001.json,1,jobs_500_intervals_125_light,500,125,light,1.0681811610120349,1.4021737399078607,3.3042848519980907
jobs_500_intervals_125_light/instance_0002.json,2,jobs_500_intervals_125_light,500,125,light,1.1391114220023155,1.4429885709770325,3.4621328900102526
jobs_500_intervals_125_light/instance_0003.json,3,jobs_500_intervals_125_light,500,125,light,1.343195565015776,1.6203142690590622,3.6647639230359346
jobs_500_intervals_250_medium/instance_0001.json,1,jobs_500_intervals_250_medium,500,250,medium,1.1857226449938025,1.6579426058073343,3.714500793023035
jobs_500_intervals_250_medium/instance_0002.json,2,jobs_500_intervals_250_medium,500,250,medium,1.3919249070168007,1.7781739235253484,4.045128794852644
jobs_500_intervals_250_medium/instance_0003.json,3,jobs_500_intervals_250_medium,500,250,medium,1.3199487270030659,1.8336575550794754,3.9935790761373937
jobs_500_intervals_500_dense/instance_0001.json,1,jobs_500_intervals_500_dense,500,500,dense,1.4387485340121202,2.025846520462543,4.525046545080841
jobs_500_intervals_500_dense/instance_0002.json,2,jobs_500_intervals_500_dense,500,500,dense,1.5405488190008327,2.188336709211603,4.775010511977598
jobs_500_intervals_500_dense/instance_0003.json,3,jobs_500_intervals_500_dense,500,500,dense,1.5183472069911659,2.2313339990530014,4.8103468210902065
jobs_500_intervals_50_sparse/instance_0001.json,1,jobs_500_intervals_50_sparse,500,50,sparse,0.9760599060100503,1.355217021012321,3.168381822993979
jobs_500_intervals_50_sparse/instance_0002.json,2,jobs_500_intervals_50_sparse,500,50,sparse,1.115040222008247,2.053576510142907,4.877238427056
jobs_500_intervals_50_sparse/instance_0003.json,3,jobs_500_intervals_50_sparse,500,50,sparse,1.3802605140081141,2.1257946892281026,4.9650530950166285
jobs_50_intervals_100_very_dense/instance_0001.json,1,jobs_50_intervals_100_very_dense,50,100,very_dense,0.013856386009138077,0.02666848028481006,0.538356184028089
jobs_50_intervals_100_very_dense/instance_0002.json,2,jobs_50_intervals_100_very_dense,50,100,very_dense,0.01491550198988989,0.02817194874927398,0.5325290558394045
jobs_50_intervals_100_very_dense/instance_0003.json,3,jobs_50_intervals_100_very_dense,50,100,very_dense,0.013345674000447616,0.022721317046895617,0.5334260819945484
jobs_50_intervals_12_light/instance_0001.json,1,jobs_50_intervals_12_light,50,12,light,0.0070869750052224845,0.016144231982037405,0.5164935840293765
jobs_50_intervals_12_light/instance_0002.json,2,jobs_50_intervals_12_light,50,12,light,0.009573843010002747,0.02182875063531098,0.763560565887019
jobs_50_intervals_12_light/instance_0003.json,3,jobs_50_intervals_12_light,50,12,light,0.00668751701596193,0.013478515044271944,0.5075995719525963
jobs_50_intervals_25_medium/instance_0001.json,1,jobs_50_intervals_25_medium,50,25,medium,0.008559100999264047,0.02008115788671372,0.5189444969873875
jobs_50_intervals_25_medium/instance_0002.json,2,jobs_50_intervals_25_medium,50,25,medium,0.008277213986730203,0.02024831603588162,0.7659123360645026
jobs_50_intervals_25_medium/instance_0003.json,3,jobs_50_intervals_25_medium,50,25,medium,0.011135204025777057,0.021881818142160725,0.7686773519963026
jobs_50_intervals_50_dense/instance_0001.json,1,jobs_50_intervals_50_dense,50,50,dense,0.010747705004177988,0.020294025022774997,0.5218979800119996
jobs_50_intervals_50_dense/instance_0002.json,2,jobs_50_intervals_50_dense,50,50,dense,0.011779829976148903,0.027788687672153145,0.8505606120452285
jobs_50_intervals_50_dense/instance_0003.json,3,jobs_50_intervals_50_dense,50,50,dense,0.011543600994627923,0.02916417901876578,0.7812849241308868
jobs_50_intervals_5_sparse/instance_0001.json,1,jobs_50_intervals_5_sparse,50,5,sparse,0.0063618620042689145,0.015665371035858966,0.5165731320157647
jobs_50_intervals_5_sparse/instance_0002.json,2,jobs_50_intervals_5_sparse,50,5,sparse,0.0072357640019617975,0.018927101710006666,0.767951020039618
jobs_50_intervals_5_sparse/instance_0003.json,3,jobs_50_intervals_5_sparse,50,5,sparse,0.007105873984983191,0.013102604911401916,0.5140225768554956
