instance_id,horizon,num_jobs,num_original_energy_intervals,num_split_intervals,total_processing,feasible,final_flow,final_pass,normalized_cost,green_units,brown_units,red_units,pass1_added_flow,pass2_added_flow,pass3_added_flow,gpu_maxflow_ms,wall_ms
1,60,10,5,18,47,True,47,3,15.0,33,13,1,33,13,1,8.493434860452954,717.1488900203258
2,60,10,5,19,48,True,48,3,22.0,31,12,5,31,12,5,8.714589715674514,722.0295139122754
3,60,10,5,17,46,True,46,3,21.0,29,13,4,29,13,4,8.506527623996174,726.4652180019766
