instance_id,horizon,num_jobs,num_original_energy_intervals,num_split_intervals,total_processing,feasible,final_flow,final_pass,normalized_cost,green_units,brown_units,red_units,pass1_added_flow,pass2_added_flow,pass3_added_flow,gpu_maxflow_ms,wall_ms
1,600,100,10,178,460,True,460,3,139.0,322,137,1,322,137,1,73.21558925896876,876.5790141187608
2,600,100,10,172,472,True,472,2,125.0,347,125,0,347,125,0,39.43213002729418,586.072739912197
3,600,100,10,175,437,True,437,2,86.0,351,86,0,351,86,0,38.75544285684818,576.9531910773367
